survival_1,survival_2,survival_3,survival_4,survival_5,survival_6,survival_7,birth_1,birth_2,birth_3,birth_4,birth_5,birth_6,birth_7,overwrite_1,overwrite_2,overwrite_3,overwrite_4,overwrite_5,overwrite_6,Response
0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1632
1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,2405
0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2736
1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,2794
0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1442
1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1562
0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,3062
0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1588
1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1706
0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,981
1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,878
0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2132
0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,2545
0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1269
1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1637
0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1391
0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1303
0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1057
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,7428
0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0
