survival_1,survival_2,survival_3,survival_4,survival_5,survival_6,survival_7,birth_1,birth_2,birth_3,birth_4,birth_5,birth_6,birth_7,overwrite_1,overwrite_2,overwrite_3,overwrite_4,overwrite_5,overwrite_6,Response
0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2645
1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,5703
1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,3088
1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,13723
1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,7440
1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,6604
1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,5334
1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,4552
1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,4723
1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,3277
1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,6823
1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,5812
1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,7950
1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1694
1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,3194
1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,2383
1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0
1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,9973
1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,12000
0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,2240
