survival_1,survival_2,survival_3,survival_4,survival_5,survival_6,survival_7,birth_1,birth_2,birth_3,birth_4,birth_5,birth_6,birth_7,overwrite_1,overwrite_2,overwrite_3,overwrite_4,overwrite_5,overwrite_6,Response
0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2082
0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,4640
1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,4114
0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,2932
1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,6349
1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,4241
0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,2925
1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,5220
1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,3170
0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2219
1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,2247
1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,2489
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,3598
0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,4401
1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,6349
1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,5354
1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,8348
0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2676
0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,2845
0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2892
