survival_1,survival_2,survival_3,survival_4,survival_5,survival_6,survival_7,birth_1,birth_2,birth_3,birth_4,birth_5,birth_6,birth_7,overwrite_1,overwrite_2,overwrite_3,overwrite_4,overwrite_5,overwrite_6,Response
0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1268
0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1855
1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,3338
1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,2749
1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,2949
1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1238
1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1022
1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1694
0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1549
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,5919
0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0
1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1361
0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,2224
1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1944
1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1458
1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6579
1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,2131
